queue_rank,set_key,set_name,card_number,card_name,stamp_label,variant_key,blocker_class,source_state,accepted_evidence_rule,rejected_evidence_rule,general_web_url,image_search_url,ebay_active_url,ebay_sold_url,worthpoint_url,tcgplayer_url,pricecharting_url
78,swsh1,Sword & Shield,117,Galarian Zigzagoon,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Galarian%20Zigzagoon%22%20%22117%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Galarian%20Zigzagoon%22%20%22117%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Galarian%20Zigzagoon%22%20%22117%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Galarian%20Zigzagoon%22%20%22117%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Galarian%20Zigzagoon%22%20%22117%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Galarian%20Zigzagoon%22%20%22117%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Galarian%20Zigzagoon%22%20%22117%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
79,swsh1,Sword & Shield,156,Air Balloon,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Air%20Balloon%22%20%22156%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Air%20Balloon%22%20%22156%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Air%20Balloon%22%20%22156%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Air%20Balloon%22%20%22156%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Air%20Balloon%22%20%22156%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Air%20Balloon%22%20%22156%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Air%20Balloon%22%20%22156%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
80,swsh1,Sword & Shield,159,Crushing Hammer,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Crushing%20Hammer%22%20%22159%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Crushing%20Hammer%22%20%22159%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Crushing%20Hammer%22%20%22159%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Crushing%20Hammer%22%20%22159%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Crushing%20Hammer%22%20%22159%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Crushing%20Hammer%22%20%22159%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Crushing%20Hammer%22%20%22159%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
81,swsh1,Sword & Shield,169,Marnie,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Marnie%22%20%22169%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Marnie%22%20%22169%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Marnie%22%20%22169%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Marnie%22%20%22169%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Marnie%22%20%22169%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Marnie%22%20%22169%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Marnie%22%20%22169%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
82,swsh1,Sword & Shield,170,Metal Saucer,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Metal%20Saucer%22%20%22170%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Metal%20Saucer%22%20%22170%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Metal%20Saucer%22%20%22170%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Metal%20Saucer%22%20%22170%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Metal%20Saucer%22%20%22170%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Metal%20Saucer%22%20%22170%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Metal%20Saucer%22%20%22170%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
83,swsh1,Sword & Shield,171,Ordinary Rod,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Ordinary%20Rod%22%20%22171%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Ordinary%20Rod%22%20%22171%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Ordinary%20Rod%22%20%22171%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Ordinary%20Rod%22%20%22171%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Ordinary%20Rod%22%20%22171%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Ordinary%20Rod%22%20%22171%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Ordinary%20Rod%22%20%22171%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
84,swsh1,Sword & Shield,180,Rare Candy,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Rare%20Candy%22%20%22180%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Rare%20Candy%22%20%22180%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Rare%20Candy%22%20%22180%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Rare%20Candy%22%20%22180%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Rare%20Candy%22%20%22180%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Rare%20Candy%22%20%22180%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Rare%20Candy%22%20%22180%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
85,swsh1,Sword & Shield,186,Aurora Energy,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Aurora%20Energy%22%20%22186%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Aurora%20Energy%22%20%22186%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Aurora%20Energy%22%20%22186%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Aurora%20Energy%22%20%22186%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Aurora%20Energy%22%20%22186%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Aurora%20Energy%22%20%22186%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Aurora%20Energy%22%20%22186%22%20%22Sword%20%26%20Shield%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
86,swsh2,Rebel Clash,109,Falinks,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Falinks%22%20%22109%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Falinks%22%20%22109%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Falinks%22%20%22109%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Falinks%22%20%22109%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Falinks%22%20%22109%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Falinks%22%20%22109%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Falinks%22%20%22109%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
87,swsh2,Rebel Clash,165,Scoop Up Net,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Scoop%20Up%20Net%22%20%22165%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Scoop%20Up%20Net%22%20%22165%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Scoop%20Up%20Net%22%20%22165%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Scoop%20Up%20Net%22%20%22165%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Scoop%20Up%20Net%22%20%22165%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Scoop%20Up%20Net%22%20%22165%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Scoop%20Up%20Net%22%20%22165%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
88,swsh2,Rebel Clash,171,Capture Energy,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Capture%20Energy%22%20%22171%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Capture%20Energy%22%20%22171%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Capture%20Energy%22%20%22171%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Capture%20Energy%22%20%22171%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Capture%20Energy%22%20%22171%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Capture%20Energy%22%20%22171%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Capture%20Energy%22%20%22171%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
89,swsh2,Rebel Clash,174,Twin Energy,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Twin%20Energy%22%20%22174%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Twin%20Energy%22%20%22174%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Twin%20Energy%22%20%22174%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Twin%20Energy%22%20%22174%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Twin%20Energy%22%20%22174%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Twin%20Energy%22%20%22174%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Twin%20Energy%22%20%22174%22%20%22Rebel%20Clash%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
90,swsh3,Darkness Ablaze,159,Bird Keeper,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Bird%20Keeper%22%20%22159%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Bird%20Keeper%22%20%22159%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Bird%20Keeper%22%20%22159%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Bird%20Keeper%22%20%22159%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Bird%20Keeper%22%20%22159%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Bird%20Keeper%22%20%22159%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Bird%20Keeper%22%20%22159%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
91,swsh3,Darkness Ablaze,160,Cape of Toughness,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Cape%20of%20Toughness%22%20%22160%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Cape%20of%20Toughness%22%20%22160%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Cape%20of%20Toughness%22%20%22160%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Cape%20of%20Toughness%22%20%22160%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Cape%20of%20Toughness%22%20%22160%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Cape%20of%20Toughness%22%20%22160%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Cape%20of%20Toughness%22%20%22160%22%20%22Darkness%20Ablaze%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
92,swsh4,Vivid Voltage,157,Nessa,Prize Pack Stamp,prize_pack_stamp,official_fixture_preservation_only_or_missing,current_fixture_recheck_exhausted,Accept only if one source proves set + card number + card name + exact stamp/variant + active finish on the same listing/page/scan.,"Reject title-only, generic stamp-family, set-wide, era-wide, or finish-inferred evidence.",https://www.google.com/search?q=%22Nessa%22%20%22157%22%20%22Vivid%20Voltage%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.google.com/search?tbm=isch&q=%22Nessa%22%20%22157%22%20%22Vivid%20Voltage%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Nessa%22%20%22157%22%20%22Vivid%20Voltage%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.ebay.com/sch/i.html?_nkw=%22Nessa%22%20%22157%22%20%22Vivid%20Voltage%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&LH_Sold=1&LH_Complete=1,https://www.worthpoint.com/inventory/search?query=%22Nessa%22%20%22157%22%20%22Vivid%20Voltage%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.tcgplayer.com/search/pokemon/product?productLineName=pokemon&q=%22Nessa%22%20%22157%22%20%22Vivid%20Voltage%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front,https://www.pricecharting.com/search-products?q=%22Nessa%22%20%22157%22%20%22Vivid%20Voltage%22%20%22Prize%20Pack%20Stamp%22%20%22Pokemon%20card%22%20scan%20front&type=prices
